企业名称,注册资本,企业地址
青岛恩泰斯家纺有限公司,200万元人民币,山东省青岛市即墨市通济新区孙家沟岔城马路79乙-6号
青岛熙丰工贸有限公司,100万元人民币,青岛市黄岛区胶南经济开发区广城工业园
青岛新理念国际贸易有限公司,50万元人民币,青岛市李沧区金水路746号16栋2单元501户
青岛奥康机械设备有限公司,2000万元人民币,青岛市崂山区合肥路859号4号楼203
青岛德宇贸易有限公司,500万元人民币,青岛市黄岛区向阳岭路48号
青岛天时利工贸有限公司,50万元人民币,青岛市黄岛区临港经济开发区陈家庄村
青岛沙扎德商贸有限公司,8万美元,山东省青岛市市北区太清路30号A-B 310室
青岛智宏达机械有限公司,100万元人民币,青岛市黄岛区寨子山路318号
青岛金诚致远贸易有限公司,10万元人民币,青岛市黄岛区世纪新村67号楼
青岛鸿钰兴机械有限公司,30万元人民币,青岛胶州市洋河镇董城村
青岛岩峰机械有限公司,20万元人民币,山东省青岛市黄岛区王台镇石梁唐村
青岛华祥金属磨料有限公司,50万元人民币,青岛市黄岛区铁山工业园菊花山路
青岛恒泰圣达工贸有限公司,200万元人民币,青岛市黄岛区铁山工业园(青岛恒泰工业品有限公司院内)
青岛远东信元制衣有限公司,3838万元人民币,青岛胶州市阜安工业园阜东大道228号
青岛东恒兴工贸有限公司,20万元人民币,青岛市黄岛区隐珠街道办事处董家村
青岛绿大地电子科技有限公司,50万元人民币,山东省青岛市黄岛区胶南街道办事处凤凰山路3258号
青岛罗元机械有限公司,12万美元,青岛即墨市通济街道办事处王家院村长江一路569号
青岛达腾机械有限公司,50万元人民币,青岛市胶州市洋河镇山相家村
青岛振发车辆有限公司,1166万元人民币,青岛市黄岛区海西路(原海西中路105号)
青岛鼎通机械进出口有限公司,50万元人民币,青岛市市北区南口路6号1号楼2单元101室
青岛肯为纺织服装有限公司,100万元人民币,青岛市市北区同乐二路6号乙3020室
青岛安川重工装备有限公司,200万元人民币,山东省青岛市黄岛区大场镇后官庄村西
青岛易辉纺织有限公司,50万元人民币,青岛市市北区馆陶路3号610室
青岛海西三合引春机械有限公司,48万元人民币,青岛胶州市洋河镇袁家小庄
青岛金莱纺织品有限公司,60万元人民币,山东省青岛市市南区澳门路165号2栋3单元602户
青岛华和信荣机械有限公司,30万元人民币,青岛市崂山区深圳路222号2号楼714
青岛驰鑫机械有限公司,10万元人民币,青岛市南区大尧二路27号2单元601户
青岛同利来进出口有限公司,500万元人民币,青岛市黄岛区王台镇环台东路北端
青岛芊亿祺机械制造有限公司,100万元人民币,山东省青岛市黄岛区珠海街道办事处逯家庄北
青岛佰斯特纺织有限公司,100万元人民币,山东省青岛市黄岛区铁山工业园龙江路东天山路南
青岛雷夫斯托姆贸易有限公司,100万元人民币,山东省青岛市黄岛区王台镇庄家茔
青岛闪烁饰品有限公司,100万元人民币,山东省青岛市即墨市环秀办事处前东城村
青岛正上机械科技研发有限公司,300万元人民币,青岛市市南区香港中路52号2401户
青岛鑫盛源轧辊有限公司,200万元人民币,山东省青岛市黄岛区世纪大道与康庭街交汇处
山东省华河国贸有限公司,125万元人民币,青岛市市南区瞿塘峡路1号607室
青岛迈尼盟国际贸易有限公司,20万元人民币,青岛市黄岛区东岳东路(原泰山东路2997号)
青岛山川机械有限公司,100万元人民币,山东省青岛市胶州市胶北街道办事处有士泊村355号
青岛煜弘源机械制造有限公司,50万元人民币,山东省青岛市黄岛区王台镇孟山路田家窑村西侧
山东蟠龙能源有限公司,5000万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-461(商务秘书公司托管地址)(A)
青岛振洲纺织有限公司,20万元人民币,青岛胶州市张应镇大朱戈村
青岛鸿睿鑫达进出口有限公司,200万元人民币,青岛市李沧区重庆中路941号
青岛山海川机械设备制造有限公司,5000万元人民币,山东省青岛市胶州市胶莱镇马店工业园
青岛鸿宝林工具有限公司,100万元人民币,青岛市黄岛区水城路1707号
青岛海容德昌数控机械有限公司,1000万元人民币,青岛市黄岛区怡海国际滨海四路57号
青岛雷凯国际贸易有限公司,50万元人民币,青岛市李沧区京口路106号1号楼401户
青岛飞迈工业机械有限公司,200万元人民币,山东省青岛市黄岛区临港路1277号
青岛克莱克机械有限公司,50万元人民币,山东省青岛市城阳区城阳街道大周村社区居委会东300米
山东玉成华昌贸易有限公司,1000万元人民币,青岛市李沧区中崂路1028号3单元302户
青岛建荣针织有限公司,50万元人民币,青岛胶州市滨州路579号
青岛劲腾纺织有限公司,10万元人民币,青岛市崂山区沙子口街道小河东社区
青岛鼎泰昌纺织服装有限公司,50万元人民币,青岛市李沧区308国道1138号5号楼3单元601户
青岛美宸乐橙家纺织品有限公司,50万元人民币,青岛胶州市中云街道办事处北辛置村村后
青岛喜信贸易有限公司,2000万美元,青岛即墨市环秀街道办事处青烟路10号
青岛金力茂机械有限公司,100万元人民币,山东省青岛市即墨市通济街道办事处振华街108号4号楼2单元2102户
青岛金三阳纺机科技有限公司,600万元人民币,山东省青岛市黄岛区王台镇同三路以东诸黄路以北
青岛梓健纺织有限公司,50万元人民币,山东省青岛市即墨区通济街道办事处淮涉河二路518号正北
青岛赛利机械有限公司,1000万元人民币,山东省青岛市黄岛区东岳西路与双凤山路交界处路北
青岛若维机械有限公司,100万元人民币,青岛市市南区瞿塘峡路43号5号楼3单元1702户
青岛建骞硕机械有限公司,500万元人民币,青岛市黄岛区海西路228号
青岛精天机床城有限公司,200万元人民币,青岛市李沧区重庆中路600号
青岛兴朝兴缝制设备有限公司,200万元人民币,山东省青岛市城阳区流亭街道洼里工业园富民路与银河路交汇处北150米
青岛双杰纺织有限公司,2600万元人民币,山东省青岛市胶州市胶莱镇闸子集村
青岛优娜纺织品有限公司,80万元人民币,山东省青岛市市北区德丰路9号万科金色城品一期6号2-102
青岛森美诺棉纺织品进出口有限公司,300万元人民币,青岛保税区莫斯科路54号万国通运国际商务大厦13层4室
青岛越海机械有限公司,2000万元人民币,青岛即墨市省级高新技术产业开发区龙华一路东侧
青岛高信德进出口有限公司,50万元人民币,青岛市李沧区金水路1057号2号楼1单元504户
青岛汇才汇智工贸有限公司,6180万元人民币,山东省青岛市黄岛区王台镇康泰路167号1-2栋
青岛美丽诺纺织服装有限公司,100万元人民币,山东省青岛市市北区南昌路14号1单元503户
青岛福展纺织有限公司,300万元人民币,山东省青岛市市北区太清路30号A座写字楼A-118室
青岛朗逸机械有限公司,50万元人民币,青岛胶州市北关杨家林村南
青岛奥炫金属制品有限公司,100万元人民币,山东省青岛市黄岛区铁山街道办事处背儿山路5199
青岛瑞坤纺织品有限公司,50万元人民币,青岛市崂山区海尔路63号青岛数码科技中心1号楼10层13号房
青岛东岸锦华机械制造有限公司,60万元人民币,山东省青岛市黄岛区珠海街道办事处金海路南侧西首
青岛奥海精密铸造有限公司,200万元人民币,青岛市黄岛区王台镇庄家茔村前
青岛欣润成机械有限公司,100万元人民币,青岛市市南区东海西路43号凯旋大厦西塔25D
青岛爱美瑞帽业有限公司,600万元人民币,山东省青岛市胶州市铺集镇巩家庄村村北
青岛博为工贸有限公司,50万元人民币,山东省青岛市黄岛区向阳岭路393号
青岛盛洋化工有限公司,50万元人民币,青岛市黄岛区朝阳山路康大联创
青岛嘉敏纺织有限公司,100万元人民币,山东省青岛市市北区重庆南路48号6号楼4单元301户
青岛大成国宇纺织品有限公司,100万元人民币,青岛市市北区辽源路279号-318号
青岛年盛五金机械有限公司,50万元人民币,青岛市市南区燕儿岛路22号701室
青岛瑞莱保机械有限公司,50万元人民币,青岛市市南区漳州路110号5号楼6单元102户
青岛福凯橡塑新材料有限公司,10000万元人民币,青岛即墨市北安办事处TCL大道北侧
青岛鼎辉冷冻系统供应链有限公司,50万元人民币,青岛市黄岛区车轮山路(原宁波路177号11栋2单元502)
青岛金炜来包装有限公司,100万元人民币,山东省青岛市黄岛区琅琊镇天城路北端
青岛广联纺织工业有限公司,100万元人民币,青岛经济技术开发区长白山路2号
青岛正扬纺织有限公司,100万元人民币,青岛经济技术开发区珠江路1355号2404-7室
青岛骏玛纺织实业有限公司,1000万元人民币,青岛胶州市里岔镇诸黄路南、工业园道路北侧
青岛瑞盛康工贸有限公司,172.5万元人民币,青岛胶州市海尔大道中段
青岛合润机械工程技术有限公司,2000万元人民币,山东省青岛市崂山区香山路12号1单元1501(集中办公区)
青岛鼎丰专用车辆有限公司,50万元人民币,青岛市黄岛区临港经济开发区郭家河岩
青岛中德利机械有限公司,50万元人民币,山东省青岛市即墨区大信镇普东尹家村村西
青岛咏春纺织有限公司,30万元人民币,山东省青岛市崂山区海尔路61号1号楼1303户
思而欣纺织进出口（青岛）有限公司,500万元人民币,山东省青岛市市北区昆山路17号2号楼2707户
青岛富美斯服装有限公司,35万美元,青岛市城阳区流亭工业园。
青岛浩瀚博大科工贸有限公司,2000万元人民币,山东省青岛市高新区科韵路96号
青岛爱邦得纺织品有限公司,30万元人民币,青岛即墨市厨具商城27号楼110户
青岛鑫特包装制品有限公司,100万元人民币,山东省青岛市城阳区惜福镇街道松树庄社区居委会东200米
青岛裕丰源纺织有限公司,100万元人民币,青岛市市南区寿张路33号3号楼2单元1101户
青岛萨沃特机器人有限公司,500万元人民币,山东省青岛市高新区瑞源路20号
青岛明德源纺织有限公司,50万元人民币,山东省青岛市市南区瞿塘峡路47号A207-1-1001
青岛鑫瑞德机械设备有限责任公司,50万元人民币,山东省青岛市胶州市胶北办事处粱戈庄村
青岛金盾润达机械有限公司,100万元人民币,山东省青岛市胶州市胶西镇胶西工业园
青岛创盛国际贸易有限公司,20万元人民币,山东省青岛市城阳区正阳路196号国际商务港办公805
青岛蚨盛邦服装有限公司,100万元人民币,青岛市李沧区振华路58号
青岛金华龙塑胶科技股份有限公司,300万元人民币,山东青岛胶州市艾山工业园
青岛新广盈机械有限公司,50万元人民币,山东省青岛市即墨区北安办事处营东村邮电局东600米路北
青岛市丰鸾环保科技有限责任公司,5000万元人民币,山东省青岛市崂山区株洲路101号
青岛锐杰科精密配件有限公司,500万元人民币,山东省青岛市城阳区棘洪滩街道锦盛三路
青岛鑫鸿合纺织品制造有限公司,50万元人民币,青岛胶州市胶东办事处前店口村
青岛即发集团股份有限公司,11176.75万元人民币,山东省青岛市即墨区黄河二路即发针织工业基地
青岛大久发机械设备制造有限公司,200万元人民币,山东省青岛市黄岛区六汪镇前六汪村
青岛盛腾皮革服饰有限公司,1000万元人民币,青岛胶州市皮革服装城内(锦州路3号)
青岛仕达进出口有限公司,100万元人民币,青岛市市南区闽江路2号2单元2401户
青岛市兴丽纺织有限公司,50万元人民币,青岛市市南区南京路100号207室
青岛纳格国际贸易有限公司,5000万元人民币,青岛市李沧区金水路599号二区17号
青岛李雷雷塑料制品有限公司,5万元人民币,青岛市李沧区黑龙江中路828号
