企业名称,注册资本,企业地址
无锡市泓诚医疗器械有限公司,1000万元人民币,无锡市江海西路黄巷立交南
无锡华欣医疗科技有限公司,500万元人民币,无锡市滨湖区华庄街道侬联佳园55-1号商铺二楼
江苏信德医疗设备有限公司,500万元人民币,江阴市长江路218号801、802
江阴市天宇医疗器械有限公司,800万元人民币,江阴市寿山路169号3幢102室
无锡恒宇医疗器械有限公司,500万元人民币,无锡市高浪东路999号启航大厦1503
无锡海研医疗投资有限公司,300万元人民币,无锡市优谷商务园33-102
无锡惠华医疗美容门诊有限公司,300万元人民币,无锡市惠山万达商业广场137-808
江苏观心医疗科技有限公司,500万元人民币,江阴市祝塘镇云顾路133号
江阴德宇医疗器械有限公司,200万元人民币,江阴市通渡北路299号817、818
江苏凯捷模块医疗设备有限公司,2000万元人民币,无锡新区清源路18号530大厦A栋512号
无锡复康医疗科技有限公司,450万元人民币,无锡市滨湖区锦溪路100号
无锡瑞生医疗科技有限公司,500万元人民币,无锡惠山经济开发区惠山大道1699号30202室
江苏斯道医疗科技有限公司,1000万元人民币,无锡市新吴区新锦路18号C栋3楼
江苏元录医疗科技有限公司,1000万元人民币,无锡市锡山区东亭街道二泉中路82-501
迈迪医疗器械江阴有限公司,1020万元人民币,江阴市周庄镇时代街86号
江苏芊陌医疗管理有限公司,1000万元人民币,无锡市滨湖区环湖路788号丽湖花园度假村A7
无锡旭成医疗科技有限公司,300万元人民币,无锡市运河东路555-1807
江苏慧安智远智能医疗科技有限公司,6000万元人民币,无锡市惠山区惠山大道1719-5号二层B区
江苏融仁汇医疗科技有限公司,2000万元人民币,江阴市海港路18号507室
江苏洵都医疗器械有限公司,1000万元人民币,宜兴市宜城街道阳羡东路260号
宜兴市华星医疗美容有限公司,100万元人民币,宜兴市宜城街道氿滨大道中路283、285、287号
江阴宝易德医疗科技有限公司,500万元人民币,江阴市砂山路85号A座506室
江苏钧科医疗科技有限公司,1000万元人民币,无锡市锡山区东亭街道二泉中路82-501
无锡新无限医疗设备有限公司,100万元人民币,无锡市南长区时代国际A-1601
江阴煌骋医疗器械有限公司,800万元人民币,江阴市文化中路817号二楼
江阴捷迈医疗器械有限公司,100万元人民币,江阴市新园路6号6907
无锡中视医疗科技有限公司,500万元人民币,无锡市惠山区惠山万达商业广场137-1710
无锡军阳医疗科技有限公司,501万元人民币,无锡市清扬路150-3
无锡翔源友医疗用品有限公司,1200万元人民币,无锡市滨湖区梁清路555号908
江苏拓世医疗器械有限公司,1000万元人民币,宜兴市屺亭街道轸村村
江阴市惠尔医疗器械有限公司,100万元人民币,江阴市徐霞客镇马镇北渚工业园区南绛206号
无锡苏康医疗投资有限公司,200万元人民币,无锡市中山路88-2-1402
江阴优科医疗器械有限公司,518万元人民币,江阴市青年广场17号1308、1310、1312、1313、1315、1317
吉加医疗器械无锡有限公司,1000万元人民币,无锡市梁溪区上马墩路18号B栋501-505室
无锡颐生医疗科技有限公司,500万元人民币,无锡市滨湖区绣溪路58号-19-07
江苏维尔泰医疗器械有限公司,1000万元人民币,江阴市砂山路4号1404室
无锡乾达医疗器械有限公司,500万元人民币,无锡市梁溪区红星路8号181
无锡恩泰医疗管理有限公司,10万元人民币,无锡市惠山区堰新路219号5#楼
江阴市群英医疗有限公司,10万元人民币,江阴市青阳镇人民东路58号
宜兴吉钧兄弟医疗科技有限公司,500万元人民币,宜兴市屺亭街道荆邑北路109号宜兴创业园
无锡博为医疗器械有限公司,100万元人民币,无锡市惠山万达商业广场135-1825
江苏三延医疗器械有限公司,1000万元人民币,无锡市梁溪区江海西路黄巷立交南
无锡市天惠医疗器械有限公司,800万元人民币,宜兴环科园绿园路1006号金汇大厦10楼1001-1004室
无锡美凯医疗器械有限公司,110万元人民币,无锡市锦溪路100号
无锡周西医疗器械有限公司,200万元人民币,江阴市周庄镇华宏路17号
无锡乾启医疗器械有限公司,50万元人民币,无锡市新吴区长江北路106号金城大厦1-1309
无锡天保医疗投资有限责任公司,500万元人民币,无锡市梁溪区勤学路27-9、10
江阴市康吉医疗器械有限公司,800万元人民币,江阴市君山路105号
无锡万诺医疗器械有限公司,201万元人民币,无锡市锡山区安镇街道锡沪路东段47号
无锡旭君医疗科技有限公司,90万元人民币,无锡新区龙山路4号(旺庄科技创业中心)B幢1楼
无锡市脉通医疗器械有限公司,500万元人民币,无锡蠡园开发区06-4地块(滴翠路100号)7幢501室
无锡优诺医疗科技有限公司,300万元人民币,无锡市新吴区净慧东道66号4号楼4409室
无锡宁宇医疗管理有限公司,50万元人民币,无锡市梁溪区五爱北路55号
无锡东镐医疗管理咨询有限责任公司,3000万元人民币,无锡市新吴区长江北路20号
无锡硕盈医疗器械有限公司,258万元人民币,无锡市梁溪区中山路937号206
无锡元朗医疗科技有限公司,100万元人民币,无锡市滨湖区天竺花园82号
江阴市东佳医疗器械有限公司,50万元人民币,江阴市云亭街道佘城村缪家宕172号
无锡泽安医疗管理有限公司,50万元人民币,无锡市梁溪区盛德路新惠家园163-21号
无锡韶康医疗科技有限公司,250万元人民币,无锡市滨湖区锦溪路100号
无锡市浩来医疗器械有限公司,502万元人民币,无锡市蠡园开发区滴翠路100号7号楼5层
无锡智胜医疗科技有限公司,500万元人民币,无锡市新吴区菱湖大道228号天安智慧城1-306
无锡天南医疗器械有限公司,100万元人民币,无锡市南长区扬名路15号15幢3楼301-304室
无锡朵美医疗美容门诊有限公司,300万元人民币,无锡市五里新村98-1-6-07
江苏东晖医疗科技有限公司,1000万元人民币,江阴市胜利村78号C区4幢27、28号
无锡全昌医疗器械有限公司,100万元人民币,无锡市全昌路126-411
无锡华泰医疗器械有限公司,200万元人民币,无锡市惠山区惠山大道108号4-1009-1(地铁西漳站区)
无锡顺和医疗器械有限公司,100万元人民币,无锡市人民中路118号-15C
无锡美乐达医疗科技有限公司,100万元人民币,无锡市滨湖区鸿桥路888号内403
无锡云龙医疗器械有限公司,300万元人民币,无锡惠山经济开发区惠山大道1719-1号四层B区
无锡泓源医疗科技有限公司,81万元人民币,无锡市新区菱湖大道228号天安智慧城A1-1108室
无锡蓝宝石医疗器材有限公司,50万元人民币,无锡市锡山区东亭华夏中路32号
无锡市德恒医疗管理有限公司,200万元人民币,无锡市梁溪区学前街24号
无锡一康医疗科技有限公司,145.5万元人民币,无锡市高浪东路999号
无锡市瑞腾宠物医疗有限公司,10万元人民币,无锡市华庄街道观山路183-5
无锡科恩医疗器械有限公司,100万元人民币,无锡市中山路905号(嘉德大厦B座)601-602室
无锡鑫煌医疗器械有限公司,200万元人民币,江阴市长江路218号901
无锡厚载医疗器械有限公司,100万元人民币,无锡市北塘区解放西路8号616室
无锡升运医疗技术有限公司,81万元人民币,无锡惠山经济开发区惠山大道1719-5号三层B区
无锡市金盈医疗科技有限公司,500万元人民币,无锡市锡山区东亭街道友谊中路15号502室
无锡享润康医疗器械有限公司,10万元人民币,无锡市锡山区东亭街道春江花园308-3
无锡禾田医疗器械有限公司,300万元人民币,无锡市凤翔北路27号一号房
江苏鹏鹭医疗器械有限公司,1000万元人民币,宜兴市和桥镇创业园
无锡易齿医疗器械有限公司,100万元人民币,无锡市新吴区纺城大道320-1207
无锡康迪医疗器械有限公司,300万元人民币,宜兴市新街街道环科园茶泉路10号
江阴德盛医疗器械有限公司,200万元人民币,江阴市石庄东横街70号
无锡永健医疗管理有限公司,50万元人民币,无锡市梁溪区梧桐水岸花园39-109
无锡西子医疗美容有限公司,300万元人民币,无锡市滨湖区太湖国际三街区109-112、113、114、115
江苏澄健医疗器械有限公司,800万元人民币,江阴市君山路105号
江阴云智医疗无纺布制品有限公司,1370万元人民币,江阴市青阳镇西庄路26号
江阴科迈医疗器械有限公司,20万元人民币,江阴市临港街道崇文路531号
江苏宜光医疗器械有限公司,1005万元人民币,宜兴市宜城街道阳泉东路工商综合楼107-110室
无锡金百合医疗器械有限公司,500万元人民币,无锡市滨湖区天鹅湖花园B区173-2605
无锡通善医疗器械有限公司,100万元人民币,无锡市滨湖区梁清路58-2-2201
无锡明强医疗技术有限公司,100万元人民币,无锡市南长区清名路298号三楼
无锡博睿医疗器械有限公司,300万元人民币,无锡市滨湖区湖滨壹号花园1-2十八楼1855室
无锡康德医疗器械有限公司,101万元人民币,无锡市北塘区山北街道312国道红星段0025号办公楼201
宜兴回升医疗器材有限公司,500万元人民币,宜兴市宜城街道万达广场写字楼36楼3607室
无锡市勤邦医疗器械有限公司,800万元人民币,宜兴市宜城街道教育西路21号1302室
江苏九如城医疗科技有限公司,1000万元人民币,宜兴市宜城街道教育西路21号
无锡喜康医疗器械有限公司,300万元人民币,无锡市人民中路118-3I、3F
无锡伊影医疗器械有限公司,100万元人民币,无锡市建业路18号
无锡铭普医疗器械有限公司,100万元人民币,江阴市南街183号
无锡鼎翔医疗器械有限公司,300万元人民币,无锡市滨湖区太湖街道梁南社区
江苏露丹实医疗咨询服务有限公司,500万美元,江阴临港经济开发区滨江西路2号5幢401室
无锡朗恒医疗器械有限公司,100万元人民币,无锡市高浪东路999-8-B1-1001-1002室
无锡华声医疗用品有限公司,3万元人民币,无锡市梁溪路18号
江阴爱信医疗器械有限公司,3万元人民币,江阴市南街111、113号
无锡凯祥医疗健康管理有限公司,1001万元人民币,无锡市梁溪区广益路188号1027室
无锡澳华医疗器械有限公司,105万元人民币,无锡市清扬路38-1306室
隽晓医疗科技无锡有限公司,200万元人民币,无锡市新吴区龙山路2-18门牌4层407
无锡医明康德医疗健康科技有限公司,9000万元人民币,无锡市滨湖区马山街道梅梁路108号综合楼219室
无锡彼岸医疗器械有限公司,100万元人民币,无锡市梁溪区上马墩路156号3188室
宜兴市誉恒医疗器械有限公司,1000万元人民币,宜兴市徐舍镇临津路5#
江阴市港乔医疗器械有限公司,50万元人民币,江阴市临港街道镇澄路2251号
无锡昱威医疗器械有限公司,300万元人民币,宜兴市新街街道杏园路108号宜兴科创商务中心2幢501室
无锡玲玲医疗科技有限公司,200万元人民币,无锡市滨湖区鸿桥路801-2705
无锡铭润医疗科技有限公司,100万元人民币,无锡市滨湖区天竺花苑商铺67-1
江阴皓美口腔医疗管理有限公司,20万元人民币,江阴市徐霞客镇峭岐人民路475号
无锡拜尔医疗科技有限公司,50万元人民币,无锡市鸿桥路801-408
无锡吉科医疗科技有限公司,200万元人民币,无锡市新吴区长江南路29号厂区内4#厂房二楼
江阴博佑医疗器械有限公司,300万元人民币,江阴市镇澄路2294号
无锡金都医疗门诊有限公司,25万元人民币,无锡市惠山区吴韵路256
江阴雅妍医疗美容有限公司,30万元人民币,江阴市司马街40号
无锡竹石医疗科技有限公司,100万元人民币,江阴市顾山镇锡张路433号
无锡健福医疗器械有限公司,50万元人民币,无锡市新吴区菱湖大道111号无锡软件园天鹅座D栋301室-G28
纽兹特医疗科技无锡有限公司,500万元人民币,无锡市梁溪区广益路208号F421-427
无锡唯杉医疗服务有限公司,500万元人民币,无锡市金融八街1-2201-6
无锡优先医疗科技有限公司,120万元人民币,无锡市北塘区凤宾路优谷商务园18号505室
无锡普安医疗器械有限公司,100万元人民币,无锡市新吴区东风家园84-306
无锡银谷医疗器械有限公司,100万元人民币,无锡市惠山区林新路2号天祥大厦709、710室(地铁西漳站区)
